350	5.865	4.73	4.395	4.132
352	5.951	4.7	4.523	4.126
354	6.104	4.834	4.559	4.187
356	6.195	4.871	4.462	4.327
358	6.287	4.828	4.413	4.236
360	6.299	5.06	4.333	4.315
362	6.354	5.066	4.34	4.266
364	6.482	5.023	4.498	4.297
366	6.433	5.115	4.565	4.346
368	6.592	4.974	4.633	4.291
370	6.702	4.962	4.645	4.303
372	6.83	5.042	4.578	4.26
374	7.001	5.066	4.523	4.254
376	7.043	5.06	4.523	4.376
378	7.263	5.078	4.572	4.364
380	7.355	5.048	4.572	4.407
382	7.452	5.066	4.596	4.48
384	7.55	5.145	4.578	4.462
386	7.55	5.127	4.48	4.456
388	7.635	5.09	4.443	4.395
390	7.703	5.066	4.413	4.443
392	7.739	5.035	4.431	4.462
394	7.806	5.054	4.504	4.504
396	7.813	5.09	4.541	4.498
398	7.794	5.084	4.614	4.443
400	7.813	5.072	4.633	4.486
402	7.715	5.054	4.663	4.492
404	7.776	5.017	4.633	4.584
406	7.715	4.987	4.633	4.584
408	7.697	4.956	4.596	4.547
410	7.758	4.926	4.614	4.541
412	7.678	4.95	4.626	4.486
414	7.782	5.005	4.626	4.535
416	7.77	5.066	4.645	4.529
418	7.764	5.066	4.645	4.51
420	7.697	5.035	4.669	4.523
422	7.605	4.993	4.657	4.486
424	7.568	4.987	4.651	4.48
426	7.483	5.048	4.663	4.517
428	7.452	5.06	4.633	4.517
430	7.422	5.078	4.657	4.517
432	7.324	5.054	4.7	4.541
434	7.275	5.005	4.7	4.541
436	7.227	5.029	4.767	4.517
438	7.129	5.011	4.761	4.541
440	7.092	5.023	4.712	4.51
442	6.989	5.066	4.712	4.504
444	6.934	5.042	4.681	4.565
446	6.873	5.072	4.675	4.529
448	6.775	5.078	4.669	4.572
450	6.696	5.072	4.688	4.584
452	6.58	5.103	4.675	4.553
454	6.519	5.103	4.688	4.565
456	6.427	5.066	4.742	4.529
458	6.317	5.078	4.706	4.547
460	6.244	5.072	4.73	4.565
462	6.085	5.09	4.736	4.547
464	5.951	5.121	4.724	4.578
466	5.835	5.109	4.724	4.559
468	5.695	5.115	4.681	4.565
470	5.64	5.109	4.675	4.584
472	5.566	5.103	4.669	4.559
474	5.499	5.096	4.645	4.553
476	5.457	5.096	4.694	4.578
478	5.365	5.078	4.7	4.608
480	5.322	5.078	4.73	4.633
482	5.273	5.078	4.755	4.657
484	5.249	5.078	4.724	4.651
486	5.225	5.103	4.749	4.675
488	5.176	5.151	4.718	4.694
490	5.17	5.225	4.742	4.694
492	5.115	5.365	4.767	4.718
494	5.084	5.579	4.761	4.712
496	5.103	5.902	4.81	4.712
498	5.072	6.244	4.803	4.706
500	5.09	6.635	4.822	4.7
502	5.084	7.025	4.816	4.694
504	5.06	7.379	4.791	4.694
506	5.066	7.739	4.822	4.7
508	5.066	8.002	4.822	4.651
510	5.042	8.221	4.822	4.675
512	5.035	8.35	4.84	4.694
514	5.054	8.459	4.834	4.663
516	5.054	8.557	4.834	4.688
518	5.103	8.594	4.877	4.614
520	5.121	8.667	4.871	4.584
522	5.096	8.734	4.871	4.584
524	5.096	8.771	4.865	4.626
526	5.029	8.82	4.846	4.651
528	4.95	8.771	4.81	4.62
530	4.95	8.807	4.828	4.614
532	4.938	8.899	4.846	4.578
534	4.987	8.966	4.895	4.596
536	5.072	9.076	5.029	4.626
538	5.09	9.088	5.194	4.669
540	5.115	9.082	5.426	4.645
542	5.151	9.1	5.768	4.663
544	5.151	9.125	6.152	4.688
546	5.151	9.143	6.598	4.663
548	5.139	9.131	7.043	4.7
550	5.096	9.076	7.446	4.73
552	5.078	9.052	7.813	4.755
554	5.072	9.052	8.063	4.889
556	5.096	9.058	8.313	5.029
558	5.103	9.1	8.459	5.237
560	5.09	9.119	8.551	5.469
562	5.078	9.149	8.63	5.731
564	5.029	9.186	8.667	6.067
566	5.042	9.192	8.698	6.384
568	5.072	9.186	8.771	6.757
570	5.084	9.167	8.832	7.104
572	5.078	9.149	8.838	7.379
574	5.066	9.155	8.838	7.611
576	5.029	9.186	8.844	7.8
578	5.035	9.143	8.795	7.916
580	5.06	9.137	8.82	8.026
582	5.054	9.149	8.881	8.13
584	5.078	9.186	8.893	8.209
586	5.066	9.198	8.978	8.295
588	5.054	9.167	8.99	8.386
590	5.066	9.149	8.984	8.435
592	5.066	9.1	9.033	8.478
594	5.072	9.088	9.021	8.539
596	5.048	9.106	9.039	8.557
598	5.035	9.07	9.045	8.606
600	5.054	9.076	9.027	8.63
602	5.066	9.082	9.064	8.618
604	5.109	9.094	9.07	8.655
606	5.109	9.088	9.088	8.655
608	5.078	9.033	9.082	8.679
610	5.078	9.082	9.076	8.698
612	5.078	9.058	9.131	8.673
614	5.103	9.082	9.131	8.649
616	5.096	9.131	9.155	8.661
618	5.09	9.088	9.186	8.698
620	5.096	9.1	9.174	8.71
622	5.054	9.131	9.204	8.771
624	5.096	9.131	9.18	8.777
626	5.072	9.113	9.143	8.759
628	5.048	9.052	9.137	8.752
630	5.048	9.021	9.106	8.734
632	5.017	9.009	9.119	8.722
634	5.011	9.045	9.167	8.698
636	5.023	9.094	9.186	8.691
638	5.09	9.106	9.198	8.685
640	5.109	9.064	9.253	8.716
642	5.127	9.045	9.29	8.746
644	5.139	9.027	9.271	8.801
646	5.109	9.009	9.302	8.807
648	5.121	9.07	9.265	8.771
650	5.121	9.113	9.192	8.746
652	5.09	9.18	9.155	8.716
654	5.103	9.21	9.161	8.722
656	5.042	9.204	9.155	8.765
658	5.017	9.18	9.222	8.765
660	5.042	9.198	9.296	8.759
662	5.017	9.192	9.271	8.728
664	5.066	9.216	9.296	8.704
666	5.066	9.198	9.253	8.728
668	5.023	9.161	9.216	8.716
670	5.023	9.167	9.241	8.746
672	4.95	9.143	9.216	8.722
674	4.968	9.186	9.21	8.746
676	4.962	9.131	9.222	8.734
678	4.98	9.052	9.222	8.752
680	5.09	9.064	9.277	8.765
682	5.06	9.033	9.29	8.685
684	5.084	9.186	9.222	8.716
686	5.072	9.29	9.198	8.649
688	4.993	9.302	9.167	8.661
690	5.054	9.338	9.143	8.722
692	5.005	9.155	9.235	8.716
694	4.962	9.045	9.247	8.777
696	4.956	8.972	9.198	8.752
698	4.901	8.911	9.106	8.771
700	4.95	8.978	9.003	8.716
702	4.98	9.076	8.96	8.673
704	4.98	9.198	9.009	8.698
706	4.913	9.204	9.015	8.649
708	4.962	9.235	8.997	8.63
710	4.968	9.186	8.99	8.673
712	5.005	9.052	8.96	8.661
714	5.023	9.027	8.96	8.71
716	5.005	8.966	9.143	8.765
718	4.932	9.033	9.235	8.734
720	4.901	9.027	9.32	8.673
722	4.98	9.064	9.357	8.606
724	4.938	9.125	9.241	8.618
726	4.993	9.204	9.143	8.667
728	4.907	9.131	8.923	8.673
730	4.865	9.064	8.929	8.661
732	4.95	9.137	8.954	8.783
734	5.042	9.174	8.826	8.704
736	5.151	9.198	8.704	8.801
738	5.188	9.534	8.618	8.911
740	5.054	9.387	8.447	8.984
742	4.944	9.29	8.74	8.954
744	5.078	9.21	8.905	8.972
746	5.096	8.936	8.905	8.978
748	4.828	8.893	8.893	8.868
750	4.675	8.783	8.734	8.813
752	4.504	9.137	8.972	8.673
754	4.663	9.003	9.155	8.35
756	4.962	9.082	9.351	8.099
758	5.444	9.222	9.167	8.136
760	5.438	8.942	9.058	8.423
762	5.334	9.241	8.612	8.35
764	5.304	9.167	8.441	8.453
766	5.414	8.99	8.459	8.16
768	5.719	8.917	8.679	7.849
770	5.884	8.49	9.283	8.228
772	5.817	8.057	9.18	8.167
774	4.926	8.35	9.119	8.459
776	4.449	8.765	8.368	8.307
778	3.876	9.497	8.112	7.727
780	4.138	10.046	8.154	8.038
782	5.09	9.692	8.099	7.648
784	5.493	9.485	8.539	8.258
786	5.475	8.868	8.459	8.6
788	4.907	8.685	8.557	8.502
790	4.779	9.052	7.715	8.954
792	4.62	8.716	8.136	8.728
794	4.98	9.015	8.221	8.643
796	5.255	8.902	8.688	8.371
798	4.755	8.423	10.205	8.215
800	4.559	8.475	10.202	7.907			
